road,id,model_type,condition,name,lat,lon,length
N102,1002181,bridge,B,TANTO CULVERT,23.828311880845,91.1549145893896,8.7
N102,1002182,link,,Bbaria 17 km Sylhet 195 km,23.829328707605637,91.15506456450704,57.00000000000216
N102,1002183,link,,Bridge start,23.8298327,91.1551389,14.000000000002899
N102,1002184,link,,Bridge End,23.829916,91.1551389,94.69999999999601
N102,1002185,bridge,A,MATIA PARA BOX CULVERT,23.8307622812274,91.1552750851985,4.6
N102,1002186,link,,Box Culvert,23.8323327,91.1555278,651.9999999999939
N102,1002187,link,,Km post missing,23.8383052,91.1564167,143.00000000000068
N102,1002188,link,,Z1202 Road to Akhoura,23.8393608,91.1566111,361.4299999999986
N102,1002189,bridge,A,Dhorkhar Bridge,23.8433132090909,91.1569792363636,167.14
N102,1002190,link,,Bridge start,23.8450274,91.1571389,174.99999999999716
N102,1002191,link,,Bridge End,23.8465552,91.1574444,43.99999999999693
N102,1002192,link,,Km post missing,23.8469441,91.1575278,1000.0
N102,1002193,link,,Km post missing,23.85575,91.1591389,485.9000000000009
N102,1002194,bridge,A,PUJANESHAR PC GIRDER,23.8591413083217,91.1564064449375,34.2
N102,1002195,link,,Bridge start,23.8606111,91.1552222,36.000000000001364
N102,1002196,link,,Bridge End,23.8608056,91.1549722,181.49999999999977
N102,1002197,bridge,B,AWARON CULVERT,23.8618306259259,91.1536961703703,3.0
N102,1002198,link,,Km post missing,23.8621667,91.1532778,190.00000000000483
N102,1002199,link,,Box Culvert,23.8632222,91.1519444,278.81
N102,1002200,bridge,C,Akhand Bridge,23.8648880315298,91.1498322192164,16.38
N102,1002201,link,,Bridge start,23.8663333,91.1479997,15.999999999998238
N102,1002202,link,,Bridge End,23.8664444,91.1478608,257.99999999999557
N102,1002203,link,,Km post missing / Bridge start,23.8748604,91.1409997,649.3500000000054
N102,1002204,bridge,B,MODINAGOR RCC GIDER BRIDGE,23.8749941691908,91.1409041702282,27.3
N102,1002205,link,,Bridge End,23.8750549,91.1408608,35.99999999999426
N102,1002206,link,,Km post missing,23.8752771,91.1405274,1072.0000000000027
N102,1002207,link,,BBaria 10 km Sylhet 188 km,23.8843052,91.1353052,124.25000000000352
N102,1002208,bridge,A,SULTANPUR BOX CULVERT,23.8853489295858,91.1348459710059,5.5
N102,1002209,link,,Z1216 to Akhaowera,23.8856941,91.1346941,179.00000000000205
N102,1002210,link,,Box Culvert,23.8840274,91.1340274,438.2000000000019
N102,1002211,bridge,A,SULTANPUR BOX CULVERT,23.8895347735294,91.1321742735294,5.6
N102,1002212,link,,Box Culvert,23.892357146358545,91.1312245987395,35.37500000000193
N102,1002213,bridge,A,SULTANPUR RCC BRIDGE,23.8929316116246,91.1310313021008,21.2
N102,1002214,link,,BBaria 9 Sylhet 187 km,23.8929441,91.1310271,205.37500000000364
N102,1002215,link,,Bridge start,23.8946386,91.1300827,24.00000000000091
N102,1002216,link,,Bridge End,23.894833,91.1299993,727.9999999999944
N102,1002217,link,,B Baria 8 km Sylhet 186 km,23.900941803948665,91.12758382043435,284.9999999999966
N102,1002218,link,,R203 on left to Nabinagar,23.9033333,91.1266382,18.875000000008413
N102,1002219,bridge,A,RADHAKA BRIDGE.,23.9037118313432,91.1265059537313,48.9
N102,1002220,link,,Bridge start,23.9056389,91.1258327,52.00000000000671
N102,1002221,link,,Bridge End,23.9060833,91.1257216,394.999999999996
N102,1002222,link,,Km post missing,23.9094722,91.1245549,438.200000000009
N102,1002223,bridge,A,OUSURA BOX CULVERT,23.913259581065,91.1233226442307,5.6
N102,1002224,link,,Box Culvert,23.9152778,91.122666,343.0000000000035
N102,1002225,link,,BBaria 6 km,23.918166,91.1216938,409.19999999999845
N102,1002226,bridge,A,UZURA CULVERT,23.921686040606,91.1205320224242,5.6
N102,1002227,link,,Box Culvert,23.9238049,91.1198327,200.00000000000284
N102,1002228,bridge,B,RAMRAIL BOX CULVERT,23.9256180593023,91.1192338627907,12.0
N102,1002229,link,,BBaria5 Sylhet 183 km,23.9268327,91.1188327,112.99999999999955
N102,1002230,link,,Box Culvert,23.9278049,91.1185271,567.8000000000054
N102,1002231,bridge,D,RAMRAIL BRIDGE.,23.9328134045563,91.1168121455635,48.4
N102,1002232,link,,Start of Bridge,23.9348608,91.1161111,53.00000000001148
N102,1002233,link,,Km post missing,23.9354441,91.1161111,9.999999999990905
N102,1002234,link,,End of Bridge,23.9354997,91.1160833,1007.000000000005
N102,1002235,link,,Bbaria 3 Sylhet 181 km,23.944333,91.116666,322.5000000000051
N102,1002236,bridge,B,VADHUGLAR BOX CULVERT,23.9472357303754,91.1168502819112,3.0
N102,1002237,link,,Box Culvert,23.949583,91.1169993,334.699999999998
N102,1002238,bridge,B,VADHUGHAR BRIDGE,23.9529335260869,91.116861673913,88.7
N102,1002239,link,,BBaria 2 Sylhet180 km,23.9536389,91.1168327,192.00000000000728
N102,1002240,link,,Bridge start,23.9551944,91.1163889,96.9999999999942
N102,1002241,link,,Bridge End,23.9561111,91.1160556,130.00000000000966
N102,1002242,link,,N103 on Right,23.9570833,91.1155556,580.9999999999889
N102,1002243,link,,Km post missing,23.9582222,91.1100556,1000.0
N102,1002244,link,,Km post missing,23.96125,91.1020556,536.0000000000014
N102,1002245,link,,Rail Road Crossing,23.966,91.1015278,200.92499999999802
N102,1002246,bridge,A,Dakhin Pouro tala bridge,23.9679353219827,91.1013978806034,32.15
N102,1002247,link,,Km post missing,23.9701382,91.10125,63.00000000000239
N102,1002248,link,,Bridge Start,23.97067948041237,91.10119589793814,34.000000000006025
N102,1002249,link,,Bridge End,23.9709716,91.1011667,902.9999999999916
N102,1002250,link,,Km post missing,23.9790549,91.1003333,325.00000000000284
N102,1002251,link,,Z1210 to Lalpur,23.9819438,91.10025,674.9999999999972
N102,1002252,link,,Km post missing,23.987583,91.1025278,1000.0
N102,1002253,link,,Km post missing,23.9948886,91.1081667,234.00000000000887
N102,1002254,link,,N 103 on Right,23.9967497,91.10925,81.00000000000307
N102,1002255,link,,Madheppur 28 km Sylhet 175 km,23.9974719,91.1093056,134.84999999998593
N102,1002256,bridge,B,GHATARA BRIDGE,23.9987492949579,91.109389610084,18.3
N102,1002257,link,,Bridge Start,24.0016944,91.1095833,21.99999999999136
N102,1002258,link,,Bridge End,24.0018611,91.1095556,510.9999999999957
N102,1002259,link,,Madhebpur 27 km sylhet 174,24.0064444,91.1086389,59.5000000000141
N102,1002260,bridge,A,SUHILPUR MIRHATI BOX CULVERT,24.006973103069,91.1087472335038,3.0
N102,1002261,link,,Box Culvert,24.0098333,91.1093333,48.750000000012506
N102,1002262,bridge,B,MOLABI BARI CULVERT,24.0102985311688,91.1093858267532,6.5
N102,1002263,link,,Box Culvert,24.0132778,91.1097222,118.49999999999739
N102,1002264,bridge,A,SUHIL PUR BOX CULVERT,24.0143670857142,91.1098735017857,7.0
N102,1002265,link,,Km post missing,24.0152778,91.11,245.00000000000455
N102,1002266,link,,Box Culvert,24.0173882,91.1103056,765.0000000000006
N102,1002267,link,,Post Convened with Send,24.0242493,91.1118056,36.50000000000375
N102,1002268,bridge,B,UTTOR SHOHIL PUR CULVERT,24.0245823385026,91.1118705048128,3.0
N102,1002269,link,,Box Culvert,24.0275271,91.1124444,626.0000000000048
N102,1002270,link,,Km post missing,24.0330827,91.1129167,1015.0000000000006
N102,1002271,link,,Madhebpur 23 km Sylhet170 km,24.0421108,91.1139722,63.500000000004775
N102,1002272,bridge,A,BATHBARIA BOX CULVERT,24.0426882295942,91.1140799386635,3.0
N102,1002273,link,,Box Culvert,24.045833,91.1146667,549.0000000000066
N102,1002274,sourcesink,,SoSi3,24.0506111,91.1146667,1.0
N102,1002275,intersection,,,24.0506111,91.1146667,20.0
N104,1002276,sourcesink,,SoSi5,23.0096667,91.3994163,1.0
N104,1002277,intersection,,,23.0096667,91.3994163,20.0
N104,1002278,link,,Intersection with Z1031,23.0096667,91.3994163,347.17499999999995
N104,1002279,bridge,A,Shasaugtachha culvert,23.009361697528,91.3961485620224,3.65
N104,1002280,bridge,B,S.S.SK ROAD SLAB CULVERT,23.0093022701123,91.3955118680898,2.7
N104,1002281,link,,Box culvert,23.0092778,91.3952497,554.9999999999999
N104,1002282,link,,Km post missing,23.0093056,91.3898052,877.9999999999999
N104,1002283,link,,Right to Comilla Left to Chittagong,23.0095278,91.3814438,122.00000000000011
N104,1002284,link,,Km post missing,23.0095278,91.3803604,628.65
N104,1002285,bridge,C,PAZGACIA SLAB CULVERT,23.0098384198224,91.3741733526627,2.7
N104,1002286,link,,Box culvert,23.0098611,91.3737216,323.99999999999983
N104,1002287,link,,"Begumgonj 33 km,Maijdee 43 km",23.0094444,91.3704716,1080.0
N104,1002288,link,,"Begumgonj 32 km,Maijdee 42 km",23.0071667,91.3607778,269.99999999999955
N104,1002289,link,,Road to Gazirhat (Z1444),23.00625,91.3583611,341.6499999999996
N104,1002290,bridge,B,MATIARA SLAB CULVERT,23.00486624,91.3553213033333,2.7
N104,1002291,link,,Box culvert,23.0045556,91.3546389,30.00000000000025
N104,1002292,link,,"Begumgonj 31 km,Maijdee 41 km",23.0044444,91.3543889,1000.0
N104,1002293,link,,"Begumgonj 30 km,Maijdee 40 km",22.9990552,91.3471386,1009.9999999999998
N104,1002294,link,,"Begumgonj 29 km,Maijdee 39 km",22.990583,91.3458886,1020.0000000000005
N104,1002295,link,,"Begumgonj 28 km,Maijdee 38 km",22.9840274,91.3404719,51.05000000000004
N104,1002296,bridge,A,SILONIA BOX CVLVERT,22.98388297,91.339993435,1.9
N104,1002297,link,,Box culvert,22.983583,91.3389997,40.38499999999878
N104,1002298,bridge,A,SILONIA PC GIDER BRIDGE,22.9831354973684,91.3383410394736,87.3
N104,1002299,link,,Bridge start,22.9825827,91.3375274,40.000000000000924
N104,1002300,link,,Bridge end,22.9818882,91.3371108,94.99999999999886
N104,1002301,link,,Road to Senbagh (Z1443),22.9815271,91.3369163,495.000000000001
N104,1002302,link,,"Begumganj 27 km,Maijdee 37 km",22.9772216,91.3354997,528.5999999999991
N104,1002303,bridge,C,AMIR GOAN SLAB CULVERT,22.9725664333333,91.3345594866043,2.8
N104,1002304,link,,Box culvert,22.9715827,91.3343608,577.9999999999994
N104,1002305,link,,"Begumganj 26 km,Maijdee 36 km",22.96643594421769,91.33371895459184,478.50000000000034
N104,1002306,bridge,A,BAKER BAZAR BOX CULVERT,22.9621618217687,91.3331859341836,3.0
N104,1002307,link,,Box culvert,22.9611111,91.3330549,371.9999999999999
N104,1002308,link,,"Begumganj 25 km,Maijdee 35 km",22.9580556,91.3317216,591.6449999999998
N104,1002309,bridge,A,Matuvhuia Bridge,22.9546105173333,91.3271586005333,48.71
N104,1002310,link,,Bridge start,22.9538611,91.326166,64.9999999999995
N104,1002311,link,,Bridge end,22.9535278,91.3257493,47.0000000000006
N104,1002312,link,,"Begumganj 24 km,Maijdee 34 km",22.9532778,91.3253882,1000.0
N104,1002313,link,,"Begumganj 23 km,Maijdee 33 km",22.9473886,91.3180271,1.5000000000000568
N104,1002314,bridge,C,CHONG ARPULL BOX CULVERT,22.9473724525,91.318005224375,3.0
N104,1002315,link,,Box culvert,22.9465274,91.3168604,792.9999999999993
N104,1002316,link,,"Begumganj 22 km,Maijdee 32 km",22.9420274,91.3109722,985.0000000000013
N104,1002317,link,,Road to Baktermunshi,22.9369719,91.3029444,8.999999999998565
N104,1002318,link,,Road to Companiganj Z1441,22.9370552,91.303,6.000000000000227
N104,1002319,link,,Km post missing,22.9371386,91.3023056,403.8000000000004
N104,1002320,bridge,C,DAGHANBUIYA SLAB CULVERT,22.9377824401384,91.2988712474048,4.4
N104,1002321,link,,Box culvert,22.9380552,91.2974163,707.0000000000007
N104,1002322,link,,"Begumganj 20 km,Maijdee 30 km",22.939333,91.2909163,799.9999999999972
N104,1002323,link,,"Begumganj 19 km,Maijdee 29 km",22.9396941,91.283166,230.00000000000043
N104,1002324,link,,Road to Biroli Z -1030,22.940083,91.2809438,277.000000000001
N104,1002325,bridge,A,RAMNAGAR BRIGE,22.9406775950413,91.2783565768595,6.0
N104,1002326,link,,Box culvert,22.9411108,91.2764716,599.9999999999978
N104,1002327,link,,"Begumganj 18 km,Maijdee 28 km",22.9426386,91.270916,501.75000000000125
N104,1002328,bridge,A,RAMNAGAR SIAB CULVERT,22.9436162237609,91.2660078638484,2.5
N104,1002329,link,,Box Culvert,22.9439719,91.2642222,53.700000000002746
N104,1002330,bridge,B,RAMNAGAR SLAB CULVERT (3),22.9440589671641,91.2636935955224,12.6
N104,1002331,link,,Box Culvert,22.9443608,91.2618611,32.00000000000003
N104,1002332,link,,Noakhali RHD start / Noakhali RHD start,22.9444163,91.2616944,13.999999999999346
N104,1002333,link,,Infor.missing,22.9456941,91.2546667,1000.0
N104,1002334,link,,"Begumganj 15 km,Maijdee 25 km",22.9496386,91.2465274,387.4500000000012
N104,1002335,bridge,C,BHUYAIN DIGI CULVERT,22.9518106674418,91.2436016935216,3.1
N104,1002336,link,,Box culvert,22.953,91.2419997,397.99999999999966
N104,1002337,link,,"Begumganj 14 km,Maijdee 24 km",22.95575,91.2394163,578.3750000000011
N104,1002338,bridge,C,COLLANDI Bridge,22.9571669815,91.234092125375,7.5
N104,1002339,link,,Bridge start,22.9576944,91.2321104,10.000000000001563
N104,1002340,link,,Bridge end,22.9576667,91.2320271,189.99999999999773
N104,1002341,link,,"Begumganj 13 km,Maijdee 23 km",22.9577222,91.230166,353.00000000000153
N104,1002342,link,,Road to Chanderhat (Z1416),22.9575556,91.2267493,283.59999999999985
N104,1002343,bridge,B,SANBAG CULVERT,22.9574308844488,91.2240221080708,2.8
N104,1002344,link,,Box culvert,22.9573333,91.2218882,62.000000000001165
N104,1002345,link,,Road to Senbagh Z-1421,22.95725,91.2212216,146.99999999999847
N104,1002346,link,,"Begumganj 12 km,Maijdee 20 km",22.9568611,91.2198604,964.9999999999999
N104,1002347,link,,"Begumganj 11 km,Maijdee 21 km",22.9551111,91.21075,83.75000000000199
N104,1002348,bridge,A,SOMIR BAZAR SLAB CULVERT,22.9549506453074,91.2099171100323,2.5
N104,1002349,link,,Box culvert,22.9545278,91.2077222,736.0000000000007
N104,1002350,link,,"Begumganj 10 km,Maijdee 18 km(Wrong Writting)",22.9539167,91.2010833,1009.999999999998
N104,1002351,link,,"Begumganj 9 km,Maijdee 17 km(Wrong Writting)",22.95325,91.191083,187.65000000000143
N104,1002352,bridge,C,SHIBPUR SLAB CULVERT,22.9526646268292,91.1883939975609,2.7
N104,1002353,link,,Slab culvert,22.9523611,91.1869997,131.00000000000023
N104,1002354,link,,"Begumganj 8 km,Maijdee 16 km(Wrong Writting)",22.9515,91.1813604,1044.4500000000012
N104,1002355,bridge,A,BAROPAL SLAB CULVERT,22.9499684924265,91.1761586894899,9.1
N104,1002356,link,,2 V-Box culvert,22.9496108,91.1749438,327.99999999999943
N104,1002357,link,,"Begumganj 7 km,Maijdee 17 km",22.9486108,91.1720271,939.9999999999977
N104,1002358,link,,"Begumganj 6 km,Maijdee 16 km",22.9486941,91.16275,356.50000000000045
N104,1002359,bridge,B,SONYGOFULL CULVERT,22.9483211833333,91.1599462136111,3.0
N104,1002360,link,,Box culvert,22.9479441,91.1571111,320.0000000000003
N104,1002361,link,,"Begumganj 5 km,Maijdee 13 km",22.9476941,91.1530278,344.99999999999886
N104,1002362,bridge,C,PASHIMSIB PUR,22.9476941,91.1496474235294,6.0
N104,1002363,link,,Slab culvert,22.9476941,91.147083,378.0000000000001
N104,1002364,link,,"Begumganj 4 km,Maijdee 12 km",22.9473052,91.1434441,40.399999999998215
N104,1002365,bridge,B,HAZIPUR CULVERT,22.9472470542056,91.1430588514018,3.2
N104,1002366,link,,Box culvert,22.9468608,91.1404997,679.000000000002
N104,1002367,link,,Km post missing,22.9458608,91.1339997,341.99999999999875
N104,1002368,link,,Km post missing,22.9459719,91.124416,417.99999999999926
N104,1002369,link,,Z-1450 road end,22.9459441,91.1264993,39.75000000000506
N104,1002370,bridge,A,Choumohni Bazar(Left),22.9459525242424,91.1260321333333,20.5
N104,1002371,link,,Bridge start,22.9459997,91.123416,19.99999999999602
N104,1002372,link,,Bridge end,22.9459997,91.1232771,9.99999999999801
N104,1002373,link,,Z-1420,22.9460274,91.1230549,170.0000000000017
N104,1002374,link,,"Z-1450,Road Start",22.9458886,91.1214993,39.99999999999915
N104,1002375,link,,Rail road crossing,22.9458608,91.121166,670.0000000000017
N104,1002376,link,,Km post missing,22.9453886,91.1147222,183.90000000000128
N104,1002377,bridge,B,krimpur Bridge,22.9451020481707,91.1127623422764,38.2
N104,1002378,link,,Bridge start,22.9446941,91.1099722,50.00000000000426
N104,1002379,link,,Bridge end,22.9446663,91.1095556,457.9999999999984
N104,1002380,link,,Km post missing,22.9447219,91.1050556,33.00000000000125
N104,1002381,link,,"Road to Sonaimuri (R142),Begumganj More",22.9447497,91.1047222,0.9999999999976694
N104,1002382,bridge,A,ALIPUR BOX CULVERT,22.9406700125474,91.104453648309,3.1
N104,1002383,link,,Box culvert,22.940109017831283,91.10441676780542,277.9999999999987
N104,1002384,link,,Km post missing,22.9363052,91.1041667,46.750000000002956
N104,1002385,bridge,A,CONTRACTOR MOSJIDE BOX CULNERT,22.9362668298342,91.1041743657458,6.5
N104,1002386,link,,Box culvert,22.9360274,91.1042222,207.3999999999927
N104,1002387,bridge,C,DARMACHPUR CULVERT,22.9342244369685,91.104168539926,3.2
N104,1002388,link,,Box culvert,22.9313604,91.1040833,447.00000000000273
N104,1002389,link,,Km post missing,22.9274438,91.1035556,187.69999999999953
N104,1002390,bridge,B,MAMZAN BIBO BOX CULVERT,22.9256782339622,91.1032458267924,18.6
N104,1002391,link,,Bridge start,22.9226938,91.1027222,19.99999999999602
N104,1002392,link,,Bridge end,22.9225271,91.1026667,195.50000000000267
N104,1002393,bridge,B,AKLASPUR CULVERT,22.9210135531914,91.1023406859574,3.0
N104,1002394,link,,"Maijdee 6 km,Sonapur 11 km",22.9207216,91.1022778,327.0000000000053
N104,1002395,link,,Box culvert,22.9177771,91.1021944,662.9999999999967
N104,1002396,link,,"Maijdee 5 km,Sonapur 10 km",22.9116667,91.102,212.89999999999765
N104,1002397,bridge,D,BARIPOLE BOX,22.9097675528695,91.101540877913,6.2
N104,1002398,link,,Box culvert,22.9066111,91.1007778,364.30000000000007
N104,1002399,bridge,A,KABOWA BAZAR BOX CULVERT,22.9033930767441,91.0999670297674,9.4
N104,1002400,link,,"Maijdee 4 km,Sonapur 9 km",22.9028611,91.099833,310.0000000000023
N104,1002401,link,,Box culvert,22.9001667,91.099333,709.9999999999937
N104,1002402,link,,"Maijdee 3 km,Sonapur 8 km",22.8939441,91.0983052,1000.0
N104,1002403,link,,Km post missing,22.8851108,91.0970274,20.000000000003126
N104,1002404,link,,Box Culvert,22.8849163,91.0970552,210.00000000000085
N104,1002405,link,,Road to Right R-143,22.8833886,91.0971386,757.9999999999956
N104,1002406,link,,Bridge start,22.8767493,91.096833,12.000000000000455
N104,1002407,link,,Bridge end,22.8766382,91.0968608,20.000000000003126
N104,1002408,link,,"Maijdee 1 km,Sonapur 6 km",22.8760549,91.0969163,179.99999999999972
N104,1002409,link,,Box Culvert,22.8743327,91.0969719,380.00000000000256
N104,1002410,link,,Box Culvert,22.87139801896552,91.09690368017242,3.4999999999953957
N104,1002411,bridge,C,TOWN HALL MORE CULVERT,22.8713671275862,91.0969029620689,1.0
N104,1002412,link,,Bridge start,22.8707493,91.0968886,9.000000000000341
N104,1002413,link,,Box Culvert,22.8674438,91.0969719,36.800000000006605
N104,1002414,bridge,A,BOXSI MAZIR BOX CULVERT,22.8674438,91.0970645,6.4
N104,1002415,link,,"Z-1452,Link Section end (Maijdee Station road)",22.8674438,91.0971108,18.000000000000682
N104,1002416,link,,Km post missing,22.8653611,91.0970552,121.99999999999989
N104,1002417,link,,"Z-1452,Maijdee Station road / Road to Dadpur,Z-1429",22.8653333,91.0970274,105.75000000000045
N104,1002418,bridge,A,GAPTANG BOX CULVERT,22.8644948384615,91.0969575561538,6.5
N104,1002419,link,,Box culvert,22.8633333,91.0968608,270.0000000000031
N104,1002420,link,,Box Culvert,22.861,91.0962497,26.249999999997442
N104,1002421,bridge,B,POKIR PUR BOX CULVERT,22.8607331215686,91.0962115705882,3.5
N104,1002422,link,,"Sonapur 4 km, Bagumganj 10 km, Maijdee 1 km",22.8600278,91.0961108,1103.0000000000016
N104,1002423,link,,Box culvert,22.857,91.0963886,244.99999999999744
N104,1002424,link,,"Sonapur 3 km,Begumganj 11 km",22.853063737297298,91.09663873837836,356.80500000000137
N104,1002425,bridge,B,DATARAHAT RCC GIDER BRIDGE,22.8471995091891,91.0970113935135,10.4
N104,1002426,link,,"Sonapur 2 km,Begumganj 12 km,Maijdee 3 km",22.8421386,91.097333,120.00000000000455
N104,1002427,link,,Bridge start,22.8414441,91.0982219,85.99999999999852
N104,1002428,link,,Bridge end,22.8413886,91.0983608,323.0000000000004
N104,1002429,bridge,A,OUTTOR SONAPUR BOX CULVERT,22.8385164697674,91.0992446418604,2.0
N104,1002430,bridge,B,UTTOR SONAPUR SLAB CULVERT,22.8365042056847,91.0998638767441,2.0
N104,1002431,link,,Box culvert,22.8345274,91.1004722,219.99999999999886
N104,1002432,link,,Sonapur 1 km,22.8328049,91.1005278,12.000000000000455
N104,1002433,link,,Box culvert,22.8324993,91.1005833,65.50000000000011
N104,1002434,bridge,A,SONAMIPUR BOX CULVERT,22.8319003302681,91.1006688726053,3.0
N104,1002435,link,,Box culvert,22.8278327,91.10125,115.99999999999966
N104,1002436,link,,Sonapur Link Road Z-1440,22.8268086559322,91.10134555254236,120.00000000000455
N104,1002437,sourcesink,,SoSi25,22.8257493,91.1014444,1.0
N105,1002438,sourcesink,,SoSi7,23.6904163,90.5466108,1.0
N105,1002439,intersection,,,23.6904163,90.5466108,20.0
N105,1002440,link,,"Starts of road from N1,Dhaka teknaf road at Madanpur.",23.6904163,90.5466108,17.6
N105,1002441,bridge,C,MODONPUR,23.6906082999999,90.5467174752,12.8
N105,1002442,link,,Km post missing,23.6984163,90.5510556,96.87500000000004
N105,1002443,bridge,A,MODONPUR COLLEGE,23.69915705,90.5514491,6.25
N105,1002444,link,,Box culvert,23.6993052,90.5515278,933.9999999999998
N105,1002445,link,,"Bangabandhu Bridge 128 km,Mymensingh 132 km",23.7055278,90.5576944,255.95000000000033
N105,1002446,bridge,A,LALADI CULVERT,23.7070840042553,90.5594803060283,6.1
N105,1002447,link,,Box culvert,23.7072222,90.5596389,773.0000000000001
N105,1002448,link,,"Bangabandhu bridge 127 km,Mymensingh 130 km",23.7118889,90.5651111,657.0
N105,1002449,bridge,A,KHAJLA PUR,23.7159717017241,90.5698255482758,6.0
N105,1002450,link,,Box culvert,23.7161944,90.5700827,300.0000000000003
N105,1002451,link,,"Bangabandhu bridge 126 km,Mymensingh 129 km,Gazipur 45 km",23.7179993,90.5722216,429.9999999999997
N105,1002452,link,,Tanaki Road,23.7206104,90.5753604,593.0
N105,1002453,link,,"Bangabandhu bridge 125 km,Mymensingh 128 km,Gazipur 44 km",23.7242216,90.5794716,509.94999999999993
N105,1002454,bridge,A,KAZI PARA,23.7274051106382,90.5830848845744,6.1
N105,1002455,link,,Box culvert,23.7277216,90.5834441,435.99999999999994
N105,1002456,link,,"Bangabandhu bridge 124 km,Gazipur 43 km,Mymensingh 127 km",23.7303882,90.5865552,46.99999999999971
N105,1002457,bridge,A,BOSTROL CULVERT,23.7307182495049,90.5869127247524,6.0
N105,1002458,link,,Box culvert,23.7310549,90.5872774,80.00000000000007
N105,1002459,link,,"R114, Nayapur- Raipura Road",23.7314716,90.5877774,471.99999999999955
N105,1002460,link,,Box Culvert,23.7357219,90.5871941,347.0000000000004
N105,1002461,link,,"Bangabondhu Bridge-123 km,Mymanshingh -126 km, Gazipur 42 km",23.7388052,90.5868052,94.99999999999974
N105,1002462,link,,"Z1090, Majerchar -Kayetpara Road",23.7396663,90.5867219,565.9999999999999
N105,1002463,link,,Bridge Start,23.7445552,90.5856108,42.0000000000007
N105,1002464,link,,Bridge end,23.7448608,90.5854163,312.0000000000003
N105,1002465,link,,"Bangabondhu Bridge- 122 km, Mymensingh- 125 km, Gazipur 41km",23.747333,90.584083,1021.9999999999984
N105,1002466,link,,"Bangabondhu Bridge 121km, Mymensingh- 124 km, Gazipur 40 km",23.7538611,90.5805827,125.0
N105,1002467,link,,Box Culvert,23.7561111,90.5792493,417.0000000000016
N105,1002468,link,,Bridge Start,23.7595833,90.5774438,28.999999999999915
N105,1002469,link,,Bridge end,23.7597778,90.5773049,436.9999999999994
N105,1002470,link,,"Bangabondhu Bridge- 120 km, Mymensingh- 123 km, Gazipur 39 km",23.7633611,90.5751938,266.99999999999943
N105,1002471,link,,Box Culvert,23.7658611,90.5738604,485.0000000000012
N105,1002472,link,,Bridge Start,23.7692216,90.5719993,30.999999999998806
N105,1002473,link,,Bridge end,23.7695271,90.5718604,256.99999999999966
N105,1002474,link,,Information  missing,23.7717216,90.5714716,1044.0000000000005
N105,1002475,link,,"Bangabondhu Bridge 118 km, Mymenshingh 151 km, Gazipur 37 km",23.7805549,90.5700549,546.0000000000011
N105,1002476,link,,N2 Dhaka-Sylhet -Jaflong Road,23.7851941,90.5688049,474.99999999999966
N105,1002477,link,,Information  missing,23.7892219,90.5688049,1000.0
N105,1002478,link,,Km Post missing,23.7986941,90.5687216,1000.0
N105,1002479,link,,Km post missing,23.8061667,90.5698049,999.9999999999982
N105,1002480,link,,km Post missing,23.8141389,90.5669993,301.8000000000036
N105,1002481,bridge,A,BRAAMAN,23.8167737889,90.5663002303,10.4
N105,1002482,bridge,A,BRAMMAN KALY,23.8185418251,90.5658311477,6.2
N105,1002483,link,,Km Post Missing,23.8227216,90.5647222,109.00000000000176
N105,1002484,bridge,A,SHIMOLIA,23.82369723648,90.56447829088,6.0
N105,1002485,link,,Box Culvert,23.828166,90.5633611,309.000000000001
N105,1002486,link,,Box Culvert,23.8305827,90.5622222,65.99999999999895
N105,1002487,link,,km Post missing,23.8309438,90.5620556,565.6999999999996
N105,1002488,bridge,A,MAZIPARA,23.8355697727272,90.5602806,4.6
N105,1002489,link,,Box Culvert,23.8381108,90.5593056,119.99999999999744
N105,1002490,link,,km Post missing,23.8383886,90.5585833,365.99999999999966
N105,1002491,link,,Box Culvert,23.8382219,90.5550278,363.00000000000307
N105,1002492,link,,Box Culvert,23.8381941,90.5515556,270.99999999999727
N105,1002493,link,,"km Post missing / Bridge Start, Kanchon Bridge",23.8374163,90.5491663,93.75
N105,1002494,bridge,A,CHAPRA,23.8370714802955,90.5483091571428,4.5
N105,1002495,bridge,A,CHAPRY,23.8361699204433,90.5460680857142,4.5
N105,1002496,link,,Bridge end,23.8344997,90.5419163,131.00000000000023
N105,1002497,link,,Purbachal Road,23.8346386,90.5406386,56.99999999999861
N105,1002498,link,,km Post missing / Box Culvert,23.8350552,90.5400552,159.7500000000025
N105,1002499,bridge,A,POLKHAN,23.8361566434782,90.5390552086956,4.5
N105,1002500,bridge,A,POLKHAN,23.8377476173913,90.5376107768115,6.2
N105,1002501,link,,Box Culvert,23.8392774,90.5362219,202.69999999999655
N105,1002502,bridge,A,GULLEN,23.8406846291933,90.5349312661971,4.6
N105,1002503,link,,"Bangabandhu Bridge- 109 km, Tangail-86 km, Gazipur- 28 km",23.8446386,90.5313049,481.00000000000165
N105,1002504,bridge,A,GOLLAR,23.8459770761346,90.5300450827232,6.0
N105,1002505,link,,Box Culvert,23.8465274,90.5295271,310.99999999999994
N105,1002506,link,,Info missing,23.8515,90.5250827,315.69999999999965
N105,1002507,bridge,A,KEAFON,23.8536842210526,90.5231528789473,4.6
N105,1002508,bridge,A,MADANPUR,23.8575924656405,90.5196998343594,6.0
